difficulty target_name F1 lDDToligo Jaccard TMscore
easy T1109 48.6 0.838 0.47 0.903
easy T1109 48.6 0.793 0.46 0.891
easy T1109 49.4 0.836 0.46 0.903
easy T1109 50.0 0.833 0.50 0.903
easy T1109 48.4 0.837 0.47 0.903
easy T1109 50.9 0.837 0.47 0.904
easy T1109 52.2 0.820 0.46 0.903
easy T1109 48.6 0.829 0.49 0.904
easy T1109 48.6 0.829 0.49 0.904
easy T1109 48.6 0.793 0.46 0.891
easy T1109 51.7 0.838 0.47 0.904
easy T1109 52.2 0.820 0.46 0.903
easy T1109 51.1 0.844 0.48 0.906
easy T1109 49.5 0.836 0.46 0.904
easy T1109 51.0 0.845 0.48 0.905
easy T1109 48.4 0.837 0.47 0.903
easy T1109 49.7 0.839 0.48 0.905
easy T1109 51.8 0.844 0.48 0.905
easy T1109 52.5 0.842 0.49 0.906
easy T1109 49.5 0.838 0.48 0.904
easy T1109 52.5 0.842 0.49 0.906
easy T1109 50.6 0.841 0.48 0.904
easy T1109 51.0 0.820 0.48 0.905
easy T1109 51.6 0.842 0.47 0.906
easy T1109 51.8 0.844 0.48 0.905
easy T1109 50.8 0.838 0.48 0.903
easy T1109 48.9 0.839 0.48 0.904
easy T1109 48.2 0.839 0.48 0.903
easy T1109 49.2 0.838 0.48 0.903
easy T1109 48.5 0.844 0.48 0.905
easy T1109 51.1 0.842 0.45 0.904
easy T1109 49.4 0.841 0.48 0.905
easy T1109 49.4 0.841 0.48 0.905
easy T1109 48.9 0.830 0.48 0.904
easy T1109 48.2 0.844 0.48 0.905
easy T1109 51.1 0.841 0.48 0.906
easy T1109 48.9 0.830 0.48 0.904
easy T1109 48.4 0.838 0.48 0.903
easy T1109 48.9 0.839 0.48 0.905
easy T1109 48.5 0.841 0.48 0.904
easy T1109 49.4 0.839 0.48 0.903
easy T1109 48.9 0.839 0.48 0.904
easy T1109 49.4 0.841 0.48 0.905
easy T1109 51.8 0.839 0.48 0.904
easy T1109 51.1 0.841 0.48 0.906
easy T1109 52.3 0.822 0.45 0.904
easy T1109 50.2 0.841 0.48 0.904
easy T1109 51.1 0.841 0.48 0.906
easy T1109 51.3 0.826 0.47 0.904
easy T1109 51.3 0.826 0.47 0.904
easy T1109 50.8 0.843 0.48 0.905
easy T1109 48.9 0.839 0.48 0.905
easy T1109 50.8 0.838 0.48 0.903
easy T1109 51.9 0.843 0.48 0.905
easy T1109 50.2 0.838 0.47 0.904
easy T1109 47.6 0.843 0.48 0.905
easy T1109 49.5 0.841 0.48 0.904
easy T1109 48.2 0.839 0.48 0.903
easy T1109 50.8 0.839 0.48 0.904
easy T1109 48.2 0.839 0.48 0.903
easy T1109 52.2 0.836 0.49 0.903
easy T1109 50.6 0.832 0.45 0.905
easy T1109 49.5 0.841 0.48 0.905
easy T1109 47.6 0.843 0.48 0.905
easy T1109 48.1 0.843 0.48 0.905
easy T1109 49.5 0.841 0.48 0.905
easy T1109 51.8 0.841 0.49 0.907
easy T1109 47.6 0.839 0.48 0.903
easy T1109 49.5 0.841 0.48 0.904
easy T1109 50.6 0.832 0.45 0.905
easy T1109 51.8 0.841 0.49 0.907
easy T1109 50.5 0.830 0.49 0.906
easy T1109 50.2 0.837 0.50 0.903
easy T1109 50.5 0.830 0.49 0.906
easy T1109 50.5 0.839 0.48 0.903
easy T1109 50.5 0.839 0.48 0.903
easy T1109 54.4 0.831 0.51 0.903
easy T1109 49.5 0.829 0.47 0.906
easy T1109 51.7 0.832 0.49 0.904
easy T1109 52.0 0.836 0.49 0.904
easy T1109 49.5 0.829 0.47 0.906
easy T1109 49.7 0.831 0.49 0.904
easy T1109 51.0 0.843 0.48 0.905
easy T1109 47.5 0.823 0.46 0.905
easy T1109 49.7 0.831 0.49 0.904
easy T1109 46.4 0.831 0.45 0.904
easy T1109 48.4 0.811 0.48 0.900
easy T1109 46.1 0.831 0.45 0.904
easy T1109 44.2 0.831 0.47 0.903
easy T1109 46.1 0.831 0.45 0.904
easy T1109 46.1 0.831 0.45 0.904
easy T1109 46.1 0.832 0.45 0.904
easy T1109 46.1 0.831 0.45 0.904
easy T1109 44.7 0.830 0.44 0.904
easy T1109 44.7 0.830 0.44 0.904
easy T1109 47.1 0.827 0.49 0.900
easy T1109 47.1 0.827 0.49 0.900
easy T1109 45.2 0.830 0.45 0.904
easy T1109 43.3 0.830 0.44 0.904
easy T1109 46.4 0.809 0.46 0.901
easy T1109 45.7 0.787 0.44 0.901
easy T1109 47.2 0.815 0.47 0.887
easy T1109 48.2 0.809 0.46 0.896
easy T1109 42.9 0.809 0.44 0.896
easy T1109 47.4 0.811 0.45 0.892
easy T1109 43.7 0.755 0.44 0.880
easy T1109 46.6 0.817 0.49 0.895
easy T1109 49.0 0.808 0.46 0.897
easy T1109 44.9 0.828 0.48 0.899
easy T1109 44.9 0.828 0.48 0.899
easy T1109 45.7 0.788 0.44 0.899
easy T1109 50.5 0.812 0.48 0.896
easy T1109 44.0 0.827 0.62 0.926
easy T1109 44.0 0.827 0.62 0.926
easy T1109 42.7 0.803 0.42 0.885
easy T1109 43.8 0.823 0.44 0.895
easy T1109 39.7 0.803 0.42 0.882
easy T1109 42.5 0.821 0.42 0.893
easy T1109 43.1 0.727 0.41 0.878
easy T1109 42.5 0.820 0.42 0.892
easy T1109 40.0 0.820 0.41 0.891
easy T1109 38.8 0.818 0.40 0.890
easy T1109 39.2 0.686 0.48 0.873
easy T1109 44.4 0.655 0.46 0.850
easy T1109 33.7 0.801 0.37 0.896
easy T1109 33.7 0.801 0.37 0.896
easy T1109 35.7 0.798 0.38 0.895
easy T1109 35.7 0.798 0.38 0.895
easy T1109 36.6 0.731 0.48 0.840
easy T1109 37.5 0.715 0.41 0.867
easy T1109 35.5 0.685 0.48 0.872
easy T1109 46.2 0.741 0.50 0.851
easy T1109 41.3 0.636 0.47 0.846
easy T1109 36.7 0.706 0.41 0.845
easy T1109 42.0 0.649 0.48 0.856
easy T1109 41.1 0.649 0.48 0.847
easy T1109 35.7 0.702 0.38 0.842
easy T1109 36.4 0.713 0.39 0.825
easy T1109 40.4 0.636 0.47 0.848
easy T1109 32.4 0.705 0.38 0.851
easy T1109 47.9 0.783 0.37 0.506
easy T1109 24.6 0.725 0.27 0.843
easy T1109 20.6 0.748 0.32 0.764
easy T1109 17.3 0.753 0.41 0.795
easy T1109 22.4 0.613 0.38 0.726
easy T1109 25.0 0.617 0.38 0.739
easy T1109 22.1 0.634 0.40 0.736
easy T1109 10.9 0.736 0.49 0.677
easy T1109 1.9 0.652 0.24 0.498
easy T1109 1.9 0.652 0.24 0.498
easy T1109 2.1 0.676 0.25 0.496
easy T1109 2.1 0.659 0.25 0.497
easy T1109 2.1 0.659 0.25 0.497
easy T1109 2.1 0.676 0.25 0.496
easy T1109 1.4 0.193 0.09 0.241
easy T1109 1.5 0.729 0.10 0.476
easy T1109 1.3 0.023 0.24 0.489
easy T1109 0.4 0.054 0.26 0.499
easy T1109 0.0 0.663 0.03 0.468
easy T1110 90.2 0.935 0.95 0.981
easy T1110 90.3 0.934 0.95 0.982
easy T1110 90.0 0.934 0.94 0.981
easy T1110 90.2 0.935 0.95 0.981
easy T1110 90.2 0.935 0.95 0.981
easy T1110 90.4 0.930 0.93 0.982
easy T1110 91.1 0.908 0.95 0.981
easy T1110 91.8 0.933 0.92 0.982
easy T1110 90.0 0.932 0.95 0.982
easy T1110 91.5 0.932 0.95 0.983
easy T1110 91.1 0.908 0.95 0.981
easy T1110 92.1 0.932 0.95 0.982
easy T1110 92.4 0.933 0.95 0.982
easy T1110 92.7 0.932 0.92 0.983
easy T1110 92.2 0.933 0.95 0.982
easy T1110 91.9 0.933 0.95 0.982
easy T1110 91.6 0.932 0.95 0.981
easy T1110 91.9 0.933 0.95 0.982
easy T1110 91.6 0.932 0.95 0.981
easy T1110 91.1 0.931 0.93 0.982
easy T1110 92.4 0.932 0.95 0.982
easy T1110 92.6 0.931 0.97 0.981
easy T1110 92.4 0.932 0.95 0.982
easy T1110 91.1 0.931 0.93 0.982
easy T1110 92.7 0.932 0.92 0.983
easy T1110 92.1 0.931 0.95 0.981
easy T1110 91.8 0.931 0.95 0.981
easy T1110 92.6 0.931 0.97 0.981
easy T1110 92.1 0.932 0.95 0.982
easy T1110 93.4 0.932 0.95 0.982
easy T1110 92.2 0.933 0.95 0.982
easy T1110 92.4 0.933 0.95 0.982
easy T1110 92.4 0.932 0.97 0.982
easy T1110 92.2 0.928 0.93 0.980
easy T1110 91.9 0.933 0.95 0.982
easy T1110 92.8 0.930 0.95 0.981
easy T1110 91.3 0.931 0.91 0.982
easy T1110 92.4 0.932 0.93 0.982
easy T1110 92.2 0.933 0.95 0.982
easy T1110 92.7 0.931 0.97 0.981
easy T1110 92.4 0.931 0.97 0.981
easy T1110 91.3 0.933 0.95 0.982
easy T1110 92.2 0.933 0.95 0.982
easy T1110 91.3 0.933 0.95 0.982
easy T1110 91.9 0.933 0.95 0.982
easy T1110 92.4 0.932 0.95 0.982
easy T1110 91.9 0.933 0.95 0.982
easy T1110 90.8 0.933 0.95 0.982
easy T1110 92.2 0.933 0.95 0.982
easy T1110 92.8 0.930 0.95 0.981
easy T1110 92.5 0.933 0.95 0.982
easy T1110 90.2 0.930 0.93 0.982
easy T1110 91.3 0.933 0.95 0.982
easy T1110 92.7 0.931 0.97 0.981
easy T1110 92.4 0.932 0.93 0.982
easy T1110 90.4 0.927 0.92 0.981
easy T1110 93.3 0.929 0.95 0.981
easy T1110 92.4 0.942 0.97 0.990
easy T1110 92.4 0.932 0.97 0.983
easy T1110 93.0 0.932 0.96 0.983
easy T1110 95.1 0.931 0.97 0.983
easy T1110 91.2 0.928 0.95 0.982
easy T1110 92.4 0.929 0.95 0.982
easy T1110 93.0 0.933 0.95 0.982
easy T1110 92.4 0.942 0.97 0.990
easy T1110 93.0 0.933 0.95 0.982
easy T1110 94.9 0.929 0.98 0.983
easy T1110 93.0 0.933 0.95 0.982
easy T1110 92.7 0.931 0.97 0.981
easy T1110 91.9 0.932 0.93 0.983
easy T1110 93.0 0.932 0.97 0.982
easy T1110 91.4 0.928 0.92 0.981
easy T1110 91.7 0.903 0.91 0.981
easy T1110 91.6 0.933 0.97 0.983
easy T1110 94.1 0.928 0.98 0.982
easy T1110 91.7 0.926 0.92 0.981
easy T1110 92.1 0.932 0.95 0.982
easy T1110 90.9 0.928 0.92 0.981
easy T1110 90.4 0.927 0.92 0.981
easy T1110 92.4 0.932 0.96 0.984
easy T1110 93.9 0.930 0.97 0.981
easy T1110 92.6 0.930 0.97 0.983
easy T1110 91.2 0.929 0.95 0.981
easy T1110 91.7 0.903 0.91 0.981
easy T1110 92.3 0.927 0.95 0.982
easy T1110 91.9 0.931 0.95 0.982
easy T1110 92.1 0.927 0.93 0.981
easy T1110 90.4 0.927 0.93 0.981
easy T1110 92.9 0.931 0.97 0.983
easy T1110 93.0 0.931 0.97 0.983
easy T1110 91.3 0.926 0.94 0.982
easy T1110 93.0 0.926 0.95 0.981
easy T1110 94.1 0.930 0.98 0.983
easy T1110 93.9 0.914 0.98 0.982
easy T1110 92.4 0.930 0.97 0.981
easy T1110 93.9 0.914 0.98 0.982
easy T1110 91.2 0.930 0.94 0.981
easy T1110 94.1 0.930 0.98 0.983
easy T1110 91.4 0.922 0.95 0.980
easy T1110 90.5 0.925 0.93 0.981
easy T1110 89.7 0.900 0.93 0.981
easy T1110 95.1 0.928 0.97 0.982
easy T1110 92.0 0.931 0.92 0.982
easy T1110 91.3 0.925 0.92 0.982
easy T1110 89.5 0.905 0.92 0.981
easy T1110 91.7 0.916 0.93 0.982
easy T1110 91.7 0.916 0.93 0.982
easy T1110 91.5 0.915 0.93 0.982
easy T1110 93.1 0.931 0.93 0.981
easy T1110 91.5 0.915 0.93 0.982
easy T1110 92.8 0.920 0.97 0.982
easy T1110 92.0 0.915 0.95 0.982
easy T1110 93.8 0.927 0.97 0.981
easy T1110 91.2 0.893 0.97 0.977
easy T1110 92.6 0.914 0.97 0.980
easy T1110 93.1 0.928 0.95 0.980
easy T1110 92.8 0.904 0.96 0.979
easy T1110 91.9 0.910 0.94 0.981
easy T1110 91.9 0.910 0.94 0.981
easy T1110 90.3 0.895 0.90 0.979
easy T1110 94.4 0.900 0.95 0.980
easy T1110 88.6 0.920 0.90 0.981
easy T1110 95.1 0.901 0.98 0.979
easy T1110 94.0 0.903 0.97 0.983
easy T1110 93.7 0.920 0.98 0.980
easy T1110 91.5 0.928 0.95 0.980
easy T1110 91.8 0.915 0.97 0.980
easy T1110 92.1 0.914 0.97 0.980
easy T1110 91.2 0.912 0.91 0.982
easy T1110 92.5 0.925 0.95 0.980
easy T1110 92.5 0.925 0.95 0.980
easy T1110 90.5 0.915 0.95 0.980
easy T1110 91.5 0.907 0.94 0.980
easy T1110 91.5 0.907 0.94 0.980
easy T1110 90.9 0.921 0.93 0.976
easy T1110 92.3 0.906 0.95 0.980
easy T1110 92.5 0.909 0.93 0.983
easy T1110 88.7 0.888 0.91 0.977
easy T1110 88.3 0.906 0.92 0.988
easy T1110 88.3 0.906 0.92 0.988
easy T1110 89.7 0.889 0.94 0.976
easy T1110 89.0 0.901 0.94 0.982
easy T1110 89.2 0.904 0.90 0.982
easy T1110 89.0 0.901 0.94 0.982
easy T1110 80.6 0.842 0.84 0.979
easy T1110 89.9 0.918 0.92 0.976
easy T1110 88.7 0.907 0.93 0.979
easy T1110 91.4 0.918 0.95 0.979
easy T1110 89.0 0.885 0.93 0.981
easy T1110 90.8 0.901 0.95 0.978
easy T1110 87.0 0.858 0.90 0.950
easy T1110 87.8 0.900 0.90 0.979
easy T1110 90.1 0.889 0.95 0.975
easy T1110 88.7 0.923 0.93 0.980
easy T1110 90.5 0.911 0.94 0.978
easy T1110 89.1 0.896 0.91 0.966
easy T1110 78.5 0.830 0.86 0.978
easy T1110 79.4 0.831 0.86 0.979
easy T1110 81.6 0.836 0.90 0.977
easy T1110 87.4 0.897 0.93 0.964
easy T1110 87.4 0.873 0.88 0.976
easy T1110 79.8 0.826 0.87 0.979
easy T1110 89.1 0.867 0.91 0.976
easy T1110 89.1 0.867 0.91 0.976
easy T1110 87.4 0.916 0.92 0.979
easy T1110 83.7 0.904 0.87 0.978
easy T1110 85.6 0.914 0.91 0.979
easy T1110 85.8 0.912 0.92 0.979
easy T1110 87.1 0.914 0.93 0.979
easy T1110 85.8 0.912 0.92 0.979
easy T1110 87.2 0.915 0.93 0.979
easy T1110 83.9 0.913 0.85 0.969
easy T1110 87.2 0.915 0.93 0.979
easy T1110 87.2 0.915 0.93 0.978
easy T1110 85.9 0.872 0.93 0.978
easy T1110 87.9 0.914 0.93 0.978
easy T1110 84.0 0.887 0.90 0.959
easy T1110 87.6 0.891 0.84 0.956
easy T1110 83.3 0.877 0.91 0.978
easy T1110 86.9 0.896 0.97 0.980
easy T1110 84.5 0.890 0.89 0.979
easy T1110 88.5 0.908 0.95 0.979
easy T1110 88.5 0.908 0.95 0.979
easy T1110 87.1 0.891 0.97 0.977
easy T1110 84.5 0.895 0.98 0.977
easy T1110 82.9 0.875 0.87 0.975
easy T1110 81.3 0.849 0.92 0.970
easy T1110 81.3 0.849 0.92 0.970
easy T1110 79.3 0.870 0.80 0.968
easy T1110 78.2 0.870 0.83 0.969
easy T1110 84.6 0.789 0.89 0.957
easy T1110 84.7 0.905 0.83 0.957
easy T1110 86.8 0.887 0.97 0.975
easy T1110 84.0 0.887 0.95 0.974
easy T1110 84.0 0.887 0.95 0.974
easy T1110 87.4 0.896 0.95 0.977
easy T1110 87.4 0.896 0.95 0.977
easy T1110 87.4 0.893 0.95 0.977
easy T1110 84.7 0.904 0.81 0.955
easy T1110 78.2 0.869 0.84 0.948
easy T1110 81.7 0.800 0.84 0.948
easy T1110 83.5 0.808 0.86 0.944
easy T1110 76.4 0.813 0.78 0.959
easy T1110 81.3 0.773 0.86 0.944
easy T1110 77.7 0.758 0.82 0.915
easy T1110 79.9 0.756 0.85 0.915
easy T1110 75.5 0.755 0.81 0.922
easy T1110 64.0 0.817 0.83 0.937
easy T1110 76.7 0.691 0.80 0.887
easy T1110 55.0 0.817 0.62 0.929
easy T1110 78.0 0.680 0.78 0.874
easy T1110 78.7 0.671 0.79 0.880
easy T1110 76.9 0.688 0.79 0.889
easy T1110 75.5 0.688 0.77 0.884
easy T1110 60.3 0.817 0.69 0.944
easy T1110 47.3 0.782 0.56 0.851
easy T1110 54.6 0.766 0.64 0.943
easy T1110 54.6 0.766 0.64 0.943
easy T1110 59.7 0.836 0.68 0.942
easy T1110 51.6 0.700 0.63 0.859
easy T1110 56.6 0.710 0.66 0.868
easy T1110 54.4 0.699 0.69 0.855
easy T1110 53.0 0.681 0.60 0.828
easy T1110 48.2 0.689 0.64 0.855
easy T1110 46.2 0.743 0.48 0.885
easy T1110 46.2 0.743 0.48 0.885
easy T1110 52.3 0.801 0.48 0.904
easy T1110 53.7 0.751 0.51 0.899
easy T1110 53.7 0.751 0.51 0.899
easy T1110 52.4 0.782 0.51 0.902
easy T1110 43.7 0.773 0.46 0.895
easy T1110 43.7 0.773 0.46 0.895
easy T1110 53.6 0.810 0.50 0.900
easy T1110 50.9 0.795 0.48 0.905
easy T1110 50.0 0.823 0.49 0.907
easy T1110 2.0 0.184 0.19 0.246
easy T1110 2.4 0.073 0.25 0.539
easy T1110 1.6 0.102 0.24 0.533
easy T1110 0.0 0.755 0.20 0.516
easy T1110 0.0 0.741 0.26 0.507
easy T1110 0.0 0.481 0.09 0.490
hard T1113 90.3 0.908 0.91 0.963
hard T1113 93.1 0.920 0.93 0.974
hard T1113 90.6 0.921 0.90 0.944
hard T1113 92.2 0.913 0.91 0.938
hard T1113 91.3 0.923 0.89 0.942
hard T1113 90.2 0.911 0.90 0.960
hard T1113 89.5 0.918 0.90 0.940
hard T1113 88.1 0.917 0.91 0.955
hard T1113 91.1 0.908 0.90 0.940
hard T1113 89.5 0.922 0.87 0.947
hard T1113 89.7 0.917 0.87 0.941
hard T1113 89.7 0.914 0.90 0.958
hard T1113 89.5 0.922 0.87 0.947
hard T1113 91.4 0.909 0.90 0.944
hard T1113 90.4 0.920 0.90 0.930
hard T1113 90.9 0.914 0.91 0.932
hard T1113 90.1 0.918 0.89 0.929
hard T1113 90.6 0.923 0.89 0.927
hard T1113 90.6 0.923 0.89 0.927
hard T1113 91.7 0.900 0.91 0.980
hard T1113 89.0 0.914 0.90 0.941
hard T1113 89.0 0.914 0.90 0.941
hard T1113 90.4 0.920 0.90 0.930
hard T1113 90.1 0.912 0.90 0.932
hard T1113 90.4 0.908 0.90 0.930
hard T1113 90.4 0.915 0.91 0.925
hard T1113 91.4 0.906 0.90 0.931
hard T1113 90.8 0.917 0.90 0.929
hard T1113 89.9 0.915 0.90 0.940
hard T1113 91.5 0.918 0.93 0.933
hard T1113 91.5 0.918 0.93 0.933
hard T1113 91.5 0.918 0.93 0.933
hard T1113 90.8 0.917 0.90 0.929
hard T1113 89.8 0.917 0.90 0.929
hard T1113 90.8 0.917 0.90 0.929
hard T1113 88.4 0.905 0.87 0.924
hard T1113 88.2 0.913 0.89 0.908
hard T1113 88.4 0.911 0.89 0.902
hard T1113 88.4 0.911 0.90 0.905
hard T1113 88.5 0.910 0.89 0.898
hard T1113 90.2 0.898 0.89 0.796
hard T1113 88.2 0.906 0.90 0.919
hard T1113 89.0 0.877 0.87 0.810
hard T1113 87.6 0.904 0.91 0.906
hard T1113 88.4 0.895 0.88 0.876
hard T1113 88.4 0.895 0.88 0.876
hard T1113 88.0 0.879 0.92 0.853
hard T1113 86.7 0.873 0.91 0.904
hard T1113 88.0 0.873 0.91 0.857
hard T1113 88.4 0.821 0.90 0.909
hard T1113 86.4 0.811 0.88 0.890
hard T1113 87.6 0.826 0.90 0.929
hard T1113 84.5 0.860 0.89 0.927
hard T1113 87.1 0.812 0.88 0.852
hard T1113 87.0 0.812 0.89 0.868
hard T1113 78.1 0.835 0.91 0.815
hard T1113 75.0 0.867 0.87 0.906
hard T1113 77.8 0.865 0.89 0.885
hard T1113 77.8 0.865 0.89 0.885
hard T1113 77.9 0.865 0.87 0.906
hard T1113 77.3 0.852 0.87 0.867
hard T1113 77.5 0.855 0.89 0.892
hard T1113 76.3 0.852 0.88 0.872
hard T1113 76.4 0.871 0.87 0.892
hard T1113 78.7 0.851 0.90 0.866
hard T1113 75.8 0.841 0.86 0.826
hard T1113 76.0 0.823 0.85 0.910
hard T1113 81.6 0.862 0.89 0.927
hard T1113 80.4 0.876 0.89 0.937
hard T1113 79.7 0.835 0.85 0.792
hard T1113 77.7 0.852 0.90 0.879
hard T1113 78.0 0.868 0.88 0.850
hard T1113 78.0 0.868 0.88 0.850
hard T1113 78.0 0.852 0.89 0.874
hard T1113 79.1 0.863 0.90 0.910
hard T1113 79.1 0.863 0.90 0.910
hard T1113 79.1 0.863 0.90 0.910
hard T1113 75.7 0.852 0.88 0.905
hard T1113 79.1 0.863 0.90 0.910
hard T1113 74.8 0.762 0.85 0.906
hard T1113 78.1 0.881 0.91 0.930
hard T1113 79.0 0.886 0.90 0.919
hard T1113 78.1 0.881 0.91 0.930
hard T1113 78.1 0.881 0.91 0.930
hard T1113 77.5 0.884 0.91 0.929
hard T1113 77.5 0.884 0.91 0.929
hard T1113 77.5 0.884 0.91 0.929
hard T1113 78.1 0.884 0.90 0.933
hard T1113 78.1 0.884 0.90 0.933
hard T1113 77.6 0.885 0.90 0.919
hard T1113 77.0 0.874 0.90 0.924
hard T1113 76.0 0.835 0.86 0.901
hard T1113 78.6 0.861 0.86 0.909
hard T1113 76.2 0.866 0.86 0.924
hard T1113 76.2 0.877 0.87 0.906
hard T1113 77.0 0.845 0.88 0.902
hard T1113 77.0 0.845 0.85 0.896
hard T1113 77.0 0.845 0.85 0.896
hard T1113 77.0 0.845 0.88 0.902
hard T1113 77.0 0.845 0.88 0.902
hard T1113 77.2 0.874 0.87 0.887
hard T1113 76.9 0.838 0.86 0.902
hard T1113 76.8 0.855 0.86 0.921
hard T1113 76.1 0.837 0.88 0.904
hard T1113 78.0 0.875 0.90 0.911
hard T1113 76.6 0.876 0.88 0.895
hard T1113 76.6 0.876 0.88 0.895
hard T1113 76.6 0.876 0.88 0.895
hard T1113 75.9 0.863 0.86 0.914
hard T1113 75.9 0.863 0.86 0.914
hard T1113 75.9 0.863 0.86 0.914
hard T1113 74.1 0.846 0.81 0.893
hard T1113 75.9 0.863 0.86 0.914
hard T1113 76.5 0.836 0.86 0.908
hard T1113 76.5 0.836 0.86 0.908
hard T1113 74.9 0.847 0.84 0.912
hard T1113 77.0 0.835 0.87 0.908
hard T1113 77.4 0.843 0.85 0.904
hard T1113 76.7 0.849 0.87 0.906
hard T1113 74.6 0.851 0.87 0.929
hard T1113 75.6 0.858 0.90 0.912
hard T1113 75.4 0.846 0.89 0.933
hard T1113 75.7 0.856 0.87 0.937
hard T1113 75.7 0.871 0.90 0.913
hard T1113 74.6 0.849 0.87 0.923
hard T1113 74.6 0.849 0.87 0.923
hard T1113 76.4 0.846 0.87 0.925
hard T1113 75.7 0.846 0.85 0.893
hard T1113 76.1 0.834 0.84 0.901
hard T1113 75.7 0.846 0.85 0.893
hard T1113 76.2 0.842 0.85 0.897
hard T1113 77.0 0.838 0.85 0.891
hard T1113 76.7 0.854 0.89 0.883
hard T1113 76.6 0.844 0.91 0.916
hard T1113 76.5 0.834 0.87 0.899
hard T1113 75.0 0.831 0.87 0.901
hard T1113 76.8 0.846 0.86 0.894
hard T1113 77.0 0.838 0.85 0.891
hard T1113 76.6 0.833 0.86 0.901
hard T1113 76.2 0.842 0.85 0.897
hard T1113 74.4 0.820 0.87 0.899
hard T1113 77.8 0.876 0.87 0.903
hard T1113 77.8 0.876 0.87 0.903
hard T1113 77.8 0.876 0.87 0.903
hard T1113 74.2 0.810 0.84 0.895
hard T1113 75.5 0.870 0.89 0.914
hard T1113 78.4 0.840 0.85 0.894
hard T1113 76.4 0.847 0.86 0.890
hard T1113 78.4 0.840 0.85 0.894
hard T1113 76.7 0.845 0.90 0.912
hard T1113 75.7 0.860 0.89 0.934
hard T1113 75.7 0.830 0.84 0.899
hard T1113 75.7 0.860 0.89 0.934
hard T1113 72.8 0.833 0.85 0.931
hard T1113 76.0 0.865 0.88 0.915
hard T1113 78.0 0.839 0.88 0.904
hard T1113 78.0 0.839 0.88 0.904
hard T1113 75.2 0.827 0.86 0.898
hard T1113 75.4 0.830 0.85 0.889
hard T1113 77.1 0.887 0.89 0.916
hard T1113 76.6 0.860 0.91 0.896
hard T1113 76.6 0.860 0.91 0.896
hard T1113 71.4 0.756 0.85 0.901
hard T1113 70.5 0.757 0.81 0.872
hard T1113 74.3 0.878 0.86 0.916
hard T1113 76.4 0.886 0.87 0.914
hard T1113 76.8 0.831 0.88 0.915
hard T1113 76.4 0.886 0.87 0.914
hard T1113 77.4 0.816 0.83 0.909
hard T1113 76.4 0.886 0.87 0.914
hard T1113 72.6 0.813 0.82 0.933
hard T1113 76.4 0.886 0.87 0.914
hard T1113 77.4 0.816 0.83 0.909
hard T1113 77.4 0.816 0.83 0.909
hard T1113 76.4 0.886 0.87 0.914
hard T1113 75.1 0.850 0.88 0.888
hard T1113 75.7 0.824 0.89 0.890
hard T1113 75.2 0.883 0.86 0.914
hard T1113 72.9 0.822 0.83 0.870
hard T1113 72.9 0.822 0.83 0.870
hard T1113 76.8 0.877 0.85 0.914
hard T1113 72.6 0.755 0.86 0.886
hard T1113 75.8 0.809 0.85 0.876
hard T1113 75.1 0.875 0.83 0.886
hard T1113 73.1 0.759 0.86 0.884
hard T1113 75.2 0.879 0.86 0.919
hard T1113 73.4 0.776 0.83 0.883
hard T1113 68.2 0.786 0.76 0.868
hard T1113 69.9 0.800 0.80 0.870
hard T1113 69.2 0.797 0.81 0.864
hard T1113 71.8 0.807 0.87 0.897
hard T1113 75.9 0.878 0.86 0.915
hard T1113 75.9 0.878 0.86 0.915
hard T1113 71.3 0.799 0.80 0.926
hard T1113 68.7 0.805 0.84 0.903
hard T1113 71.3 0.799 0.80 0.926
hard T1113 72.0 0.801 0.80 0.914
hard T1113 69.8 0.798 0.78 0.933
hard T1113 74.9 0.765 0.84 0.605
hard T1113 71.2 0.597 0.80 0.619
hard T1113 71.2 0.597 0.80 0.619
hard T1113 70.9 0.713 0.79 0.548
hard T1113 68.5 0.768 0.80 0.789
hard T1113 73.7 0.855 0.78 0.951
hard T1113 68.3 0.837 0.85 0.825
hard T1113 67.7 0.813 0.77 0.892
hard T1113 71.0 0.833 0.66 0.876
hard T1113 48.9 0.716 0.71 0.875
hard T1113 50.4 0.646 0.44 0.627
hard T1113 50.4 0.646 0.44 0.627
hard T1113 46.0 0.582 0.44 0.604
hard T1113 3.7 0.614 0.23 0.475
hard T1113 3.6 0.603 0.25 0.377
hard T1113 3.8 0.637 0.37 0.456
hard T1113 2.4 0.700 0.44 0.513
hard T1113 2.1 0.638 0.30 0.506
hard T1113 0.0 0.676 0.35 0.494
hard T1113 2.6 0.643 0.23 0.452
hard T1113 1.3 0.501 0.32 0.449
hard T1113 2.2 0.637 0.26 0.446
hard T1113 2.1 0.611 0.15 0.441
hard T1113 0.8 0.635 0.26 0.442
hard T1113 0.9 0.642 0.25 0.441
hard T1113 0.0 0.623 0.19 0.427
hard T1113 0.0 0.432 0.13 0.392
hard T1113 0.0 0.588 0.15 0.425
hard T1113 0.0 0.454 0.03 0.362
hard T1113 0.0 0.651 0.02 0.482
hard T1113 0.0 0.651 0.04 0.483
hard T1113 0.0 0.572 0.06 0.358
hard T1113 0.0 0.676 0.20 0.496
hard T1113 0.0 0.653 0.02 0.481
hard T1113 0.0 0.655 0.02 0.481
medium T1115 66.3 0.683 0.73 0.943
medium T1115 67.7 0.693 0.70 0.899
